,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
43,2020,1,2,17,30,42,42,0,4,16,55.35,977,73.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2020,1,2,18,30,62,62,0,4.5,17.7,53.09,976,63.300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2020,1,2,19,30,139,137,3,4.9,18.900000000000002,54.660000000000004,975,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2020,1,2,20,30,114,113,1,4.800000000000001,19.3,59.76,974,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2020,1,2,21,30,61,61,1,3.8000000000000003,18.7,67.59,974,56.300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2020,1,2,22,30,111,75,165,2.2,16.400000000000002,77.29,975,67.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2020,1,2,23,30,16,14,72,1.4000000000000001,14.600000000000001,88.05,975,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2020,1,3,0,30,0,0,0,1.4000000000000001,12.3,100.16,976,89.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2020,1,3,1,30,0,0,0,1.4000000000000001,11.5,112.52,977,93.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2020,1,3,2,30,0,0,0,1.5,10.9,125.23,977,96.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2020,1,3,3,30,0,0,0,1.7000000000000002,10.5,138.14000000000001,978,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2020,1,3,4,30,0,0,0,1.9000000000000001,10.200000000000001,151.08,979,93.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2020,1,3,5,30,0,0,0,2.1,9.9,163.63,979,89.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2020,1,3,6,30,0,0,0,2.3000000000000003,9.4,172.58,979,86.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2020,1,3,7,30,0,0,0,2.4000000000000004,8.9,165.83,979,84.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2020,1,3,8,30,0,0,0,2.5,8.3,153.48,980,84.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2020,1,3,9,30,0,0,0,2.6,8,140.57,980,83.57000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2020,1,3,10,30,0,0,0,2.7,8,127.63000000000001,981,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2020,1,3,11,30,0,0,0,2.8000000000000003,8,114.87,982,80.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2020,1,3,12,30,0,0,0,3.1,8,102.43,984,79.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2020,1,3,13,30,3,3,0,3.8000000000000003,8.700000000000001,89.93,985,74.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2020,1,3,14,30,151,50,542,4.7,10.600000000000001,79.22,986,65.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2020,1,3,15,30,344,61,797,5.300000000000001,13.200000000000001,69.24,987,55.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2020,1,3,16,30,499,70,884,5.4,15.4,60.980000000000004,987,48.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2020,1,3,17,30,602,76,923,5.5,16.900000000000002,55.29,987,44.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2020,1,3,18,30,641,80,932,5.800000000000001,17.8,53,986,41.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2020,1,3,19,30,614,81,919,6.1000000000000005,18,54.54,987,41.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2020,1,3,20,30,521,80,873,6.2,17.6,59.63,987,41.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2020,1,3,21,30,374,71,789,5.7,16.8,67.44,988,42.550000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2020,1,3,22,30,194,52,639,4.3,14.8,77.14,989,46.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2020,1,3,23,30,25,18,191,3.3000000000000003,13.4,87.92,990,50.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2020,1,4,0,30,0,0,0,2.5,10.5,100.02,992,61.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2020,1,4,1,30,0,0,0,2.5,9.5,112.38,993,63.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2020,1,4,2,30,0,0,0,2.6,8.700000000000001,125.10000000000001,994,64.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2020,1,4,3,30,0,0,0,2.9000000000000004,8.200000000000001,138.01,995,64.21000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2020,1,4,4,30,0,0,0,3.1,7.800000000000001,150.94,996,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2020,1,4,5,30,0,0,0,3,7.2,163.49,996,63.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2020,1,4,6,30,0,0,0,2.8000000000000003,6.6000000000000005,172.46,996,65.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2020,1,4,7,30,0,0,0,2.6,6,165.86,997,66.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2020,1,4,8,30,0,0,0,2.4000000000000004,5.5,153.54,997,67.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2020,1,4,9,30,0,0,0,2.3000000000000003,5,140.63,997,68.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2020,1,4,10,30,0,0,0,2.2,4.6000000000000005,127.7,997,69.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2020,1,4,11,30,0,0,0,2.1,4.3,114.93,998,70.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2020,1,4,12,30,0,0,0,2.2,4.3,102.47,999,69.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2020,1,4,13,30,8,8,99,2.9000000000000004,6,89.95,1000,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2020,1,4,14,30,164,34,695,3.2,9.200000000000001,79.23,1000,49.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2020,1,4,15,30,351,44,866,2.6,13.100000000000001,69.23,1001,40.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2020,1,4,16,30,508,50,944,2.5,17.3,60.95,1000,31.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2020,1,4,17,30,613,55,979,2.5,19.900000000000002,55.22,999,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2020,1,4,18,30,656,60,988,2.3000000000000003,20.900000000000002,52.9,998,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2020,1,4,19,30,629,58,981,1.9000000000000001,21.400000000000002,54.42,997,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2020,1,4,20,30,537,55,950,1.5,21.3,59.49,997,21.150000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2020,1,4,21,30,390,50,882,1,20.5,67.3,997,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2020,1,4,22,30,205,40,735,0.7000000000000001,18.6,77,997,36.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2020,1,4,23,30,28,17,272,0.8,17.3,87.78,997,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2020,1,5,0,30,0,0,0,1.3,13.5,99.88,998,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2020,1,5,1,30,0,0,0,1.4000000000000001,11.4,112.25,998,55.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2020,1,5,2,30,0,0,0,1.5,10.100000000000001,124.96000000000001,999,59.550000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2020,1,5,3,30,0,0,0,1.8,9.3,137.87,999,60.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2020,1,5,4,30,0,0,0,2,8.8,150.8,998,60.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2020,1,5,5,30,0,0,0,2.3000000000000003,8.4,163.34,998,60.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2020,1,5,6,30,0,0,0,2.4000000000000004,7.9,172.34,998,60.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2020,1,5,7,30,0,0,0,2.5,7.4,165.89000000000001,998,61.370000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2020,1,5,8,30,0,0,0,2.5,6.9,153.6,998,62.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2020,1,5,9,30,0,0,0,2.5,6.4,140.69,998,65.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2020,1,5,10,30,0,0,0,2.6,5.9,127.75,998,68.85000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2020,1,5,11,30,0,0,0,2.6,5.6000000000000005,114.98,998,71.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2020,1,5,12,30,0,0,0,2.6,5.4,102.52,999,72.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2020,1,5,13,30,8,8,88,3.3000000000000003,7,89.98,999,65.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2020,1,5,14,30,167,41,676,3.8000000000000003,10.200000000000001,79.25,999,53.410000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2020,1,5,15,30,359,55,857,4.4,14,69.22,999,43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2020,1,5,16,30,518,62,937,5.300000000000001,17.8,60.910000000000004,998,34.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2020,1,5,17,30,624,69,972,5.6000000000000005,20.5,55.15,997,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2020,1,5,18,30,663,72,978,5.2,22,52.79,996,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2020,1,5,19,30,636,70,969,4.7,22.900000000000002,54.29,994,22.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2020,1,5,20,30,543,70,927,4,23,59.34,994,22.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2020,1,5,21,30,392,66,840,2.8000000000000003,21.6,67.15,994,24.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2020,1,5,22,30,205,51,677,1.7000000000000002,17.8,76.85000000000001,994,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2020,1,5,23,30,28,19,213,1.6,15.3,87.64,994,51.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2020,1,6,0,30,0,0,0,1.8,13.100000000000001,99.73,994,55.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2020,1,6,1,30,0,0,0,1.8,12.3,112.10000000000001,994,57.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2020,1,6,2,30,0,0,0,1.8,11.4,124.82000000000001,994,61.660000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2020,1,6,3,30,0,0,0,1.8,10.5,137.74,994,66.71000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2020,1,6,4,30,0,0,0,1.9000000000000001,9.600000000000001,150.67000000000002,994,73.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2020,1,6,5,30,0,0,0,1.8,8.8,163.20000000000002,994,80.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2020,1,6,6,30,0,0,0,1.7000000000000002,8,172.21,994,87.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2020,1,6,7,30,0,0,0,1.6,7.5,165.9,993,91.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2020,1,6,8,30,0,0,0,1.5,7.1000000000000005,153.65,993,93.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2020,1,6,9,30,0,0,0,1.4000000000000001,6.7,140.75,992,93.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2020,1,6,10,30,0,0,0,1.3,6.4,127.81,992,93.21000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2020,1,6,11,30,0,0,0,1.2000000000000002,6.2,115.03,992,91.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2020,1,6,12,30,0,0,0,1.2000000000000002,6.2,102.55,993,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2020,1,6,13,30,7,7,66,1.3,8,90,993,78.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2020,1,6,14,30,150,48,549,1.6,11.4,79.25,994,67.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2020,1,6,15,30,337,73,743,2.3000000000000003,14.8,69.2,994,53.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2020,1,6,16,30,508,73,893,3.1,18,60.870000000000005,993,46.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2020,1,6,17,30,613,76,937,3.4000000000000004,20,55.07,992,39.300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2020,1,6,18,30,654,76,954,3.4000000000000004,20.6,52.68,990,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2020,1,6,19,30,628,76,943,3.3000000000000003,20.700000000000003,54.15,990,35.800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2020,1,6,20,30,532,76,890,2.8000000000000003,20.5,59.19,989,36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2020,1,6,21,30,369,79,743,1.8,19.400000000000002,66.99,989,41.160000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2020,1,6,22,30,206,49,680,1.3,16.7,76.69,990,60.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2020,1,6,23,30,29,20,217,1.2000000000000002,15,87.5,990,62.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2020,1,7,0,30,0,0,0,1.6,13.9,99.59,992,61.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2020,1,7,1,30,0,0,0,2.7,13.200000000000001,111.96000000000001,993,60.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2020,1,7,2,30,0,0,0,4.2,12.600000000000001,124.68,994,57.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2020,1,7,3,30,0,0,0,5.1000000000000005,12,137.6,995,57.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2020,1,7,4,30,0,0,0,4.9,11,150.53,996,63.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2020,1,7,5,30,0,0,0,4.5,9.9,163.05,997,68.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2020,1,7,6,30,0,0,0,4.2,8.9,172.07,998,71.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2020,1,7,7,30,0,0,0,4.1000000000000005,7.800000000000001,165.92000000000002,998,72.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2020,1,7,8,30,0,0,0,3.8000000000000003,6.7,153.69,999,72.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2020,1,7,9,30,0,0,0,3.5,5.7,140.8,999,72.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2020,1,7,10,30,0,0,0,3.2,5,127.86,999,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2020,1,7,11,30,0,0,0,2.8000000000000003,4.4,115.07000000000001,1000,70.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2020,1,7,12,30,0,0,0,2.4000000000000004,3.9000000000000004,102.59,1000,70.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2020,1,7,13,30,8,8,111,2.6,5.6000000000000005,90.01,1001,61.370000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2020,1,7,14,30,174,35,744,2.8000000000000003,8.9,79.25,1002,47.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2020,1,7,15,30,371,45,916,2.7,12.700000000000001,69.18,1002,37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2020,1,7,16,30,535,51,992,3,16.1,60.81,1002,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2020,1,7,17,30,644,55,1027,2.8000000000000003,17.900000000000002,54.980000000000004,1001,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2020,1,7,18,30,689,58,1038,2.1,18.8,52.56,1000,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2020,1,7,19,30,656,56,1020,1.5,19.1,54,1000,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2020,1,7,20,30,565,58,986,1.1,19,59.03,999,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2020,1,7,21,30,415,55,914,0.9,18.1,66.83,999,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2020,1,7,22,30,224,44,772,0.9,15.4,76.54,999,31.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2020,1,7,23,30,34,20,305,1.1,13.5,87.35000000000001,999,42.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2020,1,8,0,30,0,0,0,1.4000000000000001,10.4,99.44,1000,46.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2020,1,8,1,30,0,0,0,1.4000000000000001,9.200000000000001,111.82000000000001,1000,49.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2020,1,8,2,30,0,0,0,1.4000000000000001,8.1,124.54,1000,51.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2020,1,8,3,30,0,0,0,1.4000000000000001,7.1000000000000005,137.46,1000,54.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2020,1,8,4,30,0,0,0,1.5,6.2,150.39000000000001,1000,56.910000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2020,1,8,5,30,0,0,0,1.5,5.4,162.9,999,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2020,1,8,6,30,0,0,0,1.4000000000000001,4.6000000000000005,171.93,999,62.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
