,lat,lon,GHI,DHI,DNI,Wind Speed,Temperature,Pressure,Relative Humidity
249,38.81832165,-93.833020445,175.86244292237444,59.68618721461187,208.02682648401827,2.7985159817351426,12.643470319634687,990.2188356164384,79.7104509132421
250,39.066934270000004,-93.833020445,176.68344748858448,59.70513698630137,209.98413242009133,2.8340182648401844,12.317945205479472,987.2634703196347,80.266546803653
251,39.31554689,-93.833020445,177.57100456621004,59.43527397260274,213.11027397260273,2.905296803652964,12.166883561643843,988.9940639269406,79.01824885844762
252,39.56415951,-93.833020445,178.34554794520548,59.66735159817352,214.69554794520548,2.911598173515989,11.947853881278501,987.942694063927,79.09058219178077
253,39.81277213,-93.833020445,177.44029680365296,59.50182648401827,214.04280821917808,2.936792237442926,11.767579908675838,990.2579908675799,78.23821917808226
254,40.06138475,-93.833020445,177.14086757990867,59.57431506849315,214.45353881278538,2.937534246575342,11.128253424657567,981.8278538812785,79.87948059360755
255,40.309997370000005,-93.833020445,177.93801369863013,58.51404109589041,218.5843607305936,3.0132990867579785,11.01932648401829,982.6340182648402,78.55692465753438
256,40.55860999,-93.833020445,177.34109589041097,58.647260273972606,218.15776255707763,3.041906392694074,10.991997716895046,985.3481735159818,77.47635273972598
257,40.80722261,-93.833020445,176.07465753424657,58.04326484018265,218.1917808219178,3.156107305936077,10.406381278538861,976.8957762557078,77.7515776255708
258,41.05583523,-93.833020445,175.34018264840182,57.74737442922375,217.19988584474885,3.1671347031963473,10.365216894977213,977.9899543378996,77.27743493150689
259,41.30444785,-93.833020445,174.50228310502283,57.24977168949772,216.65319634703195,3.22316210045661,10.426381278538813,980.1615296803653,75.4391210045666
260,41.553060470000005,-93.833020445,173.06940639269408,57.69280821917808,214.14280821917808,3.231095890410957,10.324611872146102,980.3965753424658,75.1039805936073
261,41.80167309,-93.833020445,171.51780821917808,57.93299086757991,209.84098173515983,3.338036529680365,10.314965753424666,982.9842465753425,73.45315753424677
262,42.05028571,-93.833020445,172.43595890410958,58.06803652968036,212.78310502283105,3.3481392694063956,9.748618721461224,975.3394977168949,74.8764155251141
263,42.29889833,-93.833020445,170.34486301369864,58.37066210045662,208.91735159817352,3.4615753424657543,9.586278538812806,976.6041095890411,74.37187557077667
264,42.54751095,-93.833020445,170.67682648401828,58.641780821917806,209.70091324200914,3.484509132420081,9.345547945205489,976.7577625570776,74.9826004566206
265,42.796123570000006,-93.833020445,171.43550228310502,57.32134703196347,212.82705479452054,3.483915525114155,8.88093607305938,975.2561643835617,75.92775114155218
266,43.04473619,-93.833020445,169.6747716894977,58.23002283105023,207.8308219178082,3.48234018264841,8.510114155251134,973.5755707762557,77.38563470319627
267,43.29334881,-93.833020445,169.19805936073058,58.04657534246575,207.03013698630136,3.4910958904109672,8.124372146118695,971.5571917808219,77.85680593607314
268,43.54196143,-93.833020445,170.1109589041096,57.42271689497717,209.60536529680365,3.490216894977165,7.984257990867609,974.1192922374429,78.3447157534249
269,43.790574050000004,-93.833020445,170.0406392694064,56.87488584474886,210.97979452054796,3.4067694063926965,7.916324200913242,977.4646118721461,77.51736529680369
270,44.03918667,-93.833020445,170.02123287671233,56.651712328767125,211.8730593607306,3.3944063926940653,7.764063926940601,978.2728310502283,77.89619634703145
271,44.28779929,-93.833020445,169.37899543378995,56.32123287671233,211.1140410958904,3.276986301369858,7.509280821917797,978.4125570776256,77.67869406392705
272,44.53641191,-93.833020445,168.90536529680367,56.86917808219178,210.17511415525115,3.2469178082191856,7.413652968036483,980.8641552511416,77.6106426940638
273,44.78502453,-93.833020445,167.90091324200912,57.31061643835616,208.44155251141552,3.1526484018264895,7.151484018264811,980.9567351598173,77.45376369863004
274,45.033637150000004,-93.833020445,167.5904109589041,57.2472602739726,209.1318493150685,3.102203196347031,6.887157534246569,981.6075342465754,77.91401027397266
275,45.28224977,-93.833020445,166.34269406392693,56.95365296803653,208.49155251141553,3.1454337899543363,6.72839041095888,981.7474885844749,76.50157305936119
276,45.530862389999996,-93.833020445,166.19155251141552,56.797488584474884,209.3939497716895,3.1442694063926955,6.375388127853883,978.9053652968037,76.98072488584494
277,45.77947501,-93.833020445,166.8304794520548,55.99132420091324,211.5296803652968,3.297728310502292,5.918687214611867,973.8165525114156,77.38880136986297
278,46.02808763,-93.833020445,166.9543378995434,55.797260273972604,212.48196347031964,3.3548401826483922,5.4863470319634455,970.1563926940639,78.33525913242013
279,46.276700250000005,-93.833020445,160.9230593607306,55.4796803652968,197.11301369863014,3.4804908675799235,5.424646118721439,970.911301369863,77.18368835616452
280,46.52531287,-93.833020445,165.35593607305935,56.40856164383562,208.90616438356165,3.5378538812785543,5.301563926940624,971.4589041095891,76.80556392694093
281,46.773925489999996,-93.833020445,165.3420091324201,56.50970319634703,209.18972602739726,3.382465753424656,4.955034246575325,968.7115296803653,77.02563470319612
282,47.02253811,-93.833020445,164.5431506849315,56.117237442922374,208.69646118721462,3.313961187214617,4.620331050228312,966.5623287671233,77.47486301369867
283,47.27115073,-93.833020445,163.67203196347032,55.49748858447489,208.5275114155251,3.1142694063926935,4.571906392694076,969.0740867579908,76.72393378995406
284,47.519763350000005,-93.833020445,161.06335616438355,55.56164383561644,204.68413242009132,3.0426712328767134,4.260079908675803,966.7372146118721,77.32503538812797
285,47.76837597,-93.833020445,162.78116438356165,55.88618721461187,207.94086757990868,1.2759703196347054,4.183116438356164,965.8497716894977,77.08079566210031
286,48.01698859,-93.833020445,161.1818493150685,56.11746575342466,205.69931506849315,0.42957762557074924,4.290114155251127,969.4043378995434,76.30809931506846
287,48.26560121,-93.833020445,161.74760273972603,55.166666666666664,208.04680365296804,0.6906278538812909,4.160627853881255,970.9251141552511,76.4828595890409
288,48.51421383,-93.833020445,162.4365296803653,55.18641552511416,208.99691780821917,0.7832876712328665,4.104920091324216,974.7286529680365,76.57963127853873
289,29.868267330000002,-93.254888715,192.20570776255707,72.08196347031964,196.04714611872146,3.5063470319634784,21.501849315068558,1016.5469178082192,83.55973630136992
290,30.11687995,-93.254888715,192.61997716894976,69.8101598173516,201.2582191780822,3.304657534246573,20.969543378995475,1015.7631278538813,83.91339497716886
291,30.36549257,-93.254888715,189.1058219178082,67.35867579908675,199.5208904109589,1.044269406392703,20.33634703196344,1015.1287671232876,84.27124086757958
