,lat,lon,Predicted Generation
0,42.796123570000006,-124.474002135,1155.817567219193
1,47.76837597,-124.474002135,930.5591186989902
2,48.01698859,-124.474002135,885.1800325521203
3,48.26560121,-124.474002135,893.6036323167602
4,40.06138475,-123.895870405,1320.4172515150763
5,40.309997370000005,-123.895870405,1281.1027121104414
6,40.55860999,-123.895870405,1286.3167536904157
7,40.80722261,-123.895870405,1259.7309798054434
8,41.05583523,-123.895870405,1245.4489884558743
9,41.30444785,-123.895870405,1239.5027189852324
10,41.553060470000005,-123.895870405,1220.3634077024105
11,41.80167309,-123.895870405,1223.5145183844854
12,42.05028571,-123.895870405,1219.7995636569956
13,42.29889833,-123.895870405,1184.4646579932428
14,42.54751095,-123.895870405,1148.8819907650302
15,42.796123570000006,-123.895870405,1129.105791281922
16,43.04473619,-123.895870405,1128.4902409691108
17,43.29334881,-123.895870405,1088.8286728806706
18,43.54196143,-123.895870405,1071.5046548084617
19,43.79057405,-123.895870405,1070.3642082328975
20,44.03918667,-123.895870405,1041.4493543949598
21,44.28779929,-123.895870405,1034.5459141222416
22,44.53641191,-123.895870405,1025.479560413882
23,44.78502453,-123.895870405,1041.1758597844982
24,45.03363715,-123.895870405,1002.6996831102065
25,45.28224977,-123.895870405,998.3389961963267
26,45.53086239,-123.895870405,1013.5210104984693
27,45.77947501,-123.895870405,930.2114992038246
28,46.02808763,-123.895870405,1001.8951817596443
29,46.276700250000005,-123.895870405,934.2093098430339
30,46.52531287,-123.895870405,956.8896197216759
31,46.77392549,-123.895870405,936.959904360214
32,47.02253811,-123.895870405,941.8405161209876
33,47.27115073,-123.895870405,943.0149815623548
34,47.519763350000005,-123.895870405,895.7125050077241
35,47.76837597,-123.895870405,921.3330764889442
36,48.01698859,-123.895870405,916.137347106787
37,38.56970903,-123.317738675,1359.357878360004
38,38.81832165,-123.317738675,1369.5683550490369
39,39.06693427,-123.317738675,1366.999775635628
40,39.31554689,-123.317738675,1352.8194067025381
41,39.56415951,-123.317738675,1372.2371607971215
42,39.81277213,-123.317738675,1350.07531735098
43,40.06138475,-123.317738675,1348.1361140411377
44,40.309997370000005,-123.317738675,1259.1306562601649
45,40.55860999,-123.317738675,1300.2016556617455
46,40.80722261,-123.317738675,1305.3771971505766
47,41.05583523,-123.317738675,1269.5426660528226
48,41.30444785,-123.317738675,1253.3958375362547
49,41.553060470000005,-123.317738675,1223.3943519703018
50,41.80167309,-123.317738675,1259.441868476239
51,42.05028571,-123.317738675,1227.5783832489622
52,42.29889833,-123.317738675,1241.4115821082921
53,42.54751095,-123.317738675,1203.1355155360125
54,42.796123570000006,-123.317738675,1134.5850413124958
55,43.04473619,-123.317738675,1143.693447807712
56,43.29334881,-123.317738675,1134.6147689522925
57,43.54196143,-123.317738675,1119.7482540290139
58,43.79057405,-123.317738675,1086.9096957145287
59,44.03918667,-123.317738675,1081.2847469087496
60,44.28779929,-123.317738675,1079.9735876885222
61,44.53641191,-123.317738675,1072.8934413325555
62,44.78502453,-123.317738675,1076.132095194531
63,45.03363715,-123.317738675,1071.8318471608068
64,45.28224977,-123.317738675,1035.1503402250942
65,45.53086239,-123.317738675,996.3384805722849
66,45.77947501,-123.317738675,991.176863327504
67,46.02808763,-123.317738675,969.2086621067303
68,46.276700250000005,-123.317738675,918.0281132464147
69,46.52531287,-123.317738675,951.8304288060866
70,46.77392549,-123.317738675,950.4234783486457
71,47.02253811,-123.317738675,946.5870133094297
72,47.27115073,-123.317738675,977.468899247234
73,47.519763350000005,-123.317738675,909.0122913019666
74,47.76837597,-123.317738675,1000.3101865838534
75,48.01698859,-123.317738675,920.0652962812206
76,38.07248379,-122.739606945,1371.7854693233207
77,38.32109641,-122.739606945,1389.7773706765188
78,38.56970903,-122.739606945,1402.466457367803
79,38.81832165,-122.739606945,1375.4347178809319
80,39.06693427,-122.739606945,1412.382876806029
81,39.31554689,-122.739606945,1353.980834400158
82,39.56415951,-122.739606945,1351.107516481031
83,39.81277213,-122.739606945,1317.903989458503
84,40.06138475,-122.739606945,1323.7540403147768
85,40.309997370000005,-122.739606945,1383.148692821021
86,40.55860999,-122.739606945,1314.3333600784529
87,40.80722261,-122.739606945,1317.8175048491569
88,41.05583523,-122.739606945,1309.7264341918028
89,41.30444785,-122.739606945,1261.8644538977533
90,41.553060470000005,-122.739606945,1291.5916388971577
91,41.80167309,-122.739606945,1271.4838995334096
92,42.05028571,-122.739606945,1232.8954680938364
93,42.29889833,-122.739606945,1234.1736298980857
94,42.54751095,-122.739606945,1218.4202970252047
95,42.796123570000006,-122.739606945,1168.7223214619894
96,43.04473619,-122.739606945,1182.2623256691547
97,43.29334881,-122.739606945,1142.0823403561392
98,43.54196143,-122.739606945,1093.208044251671
99,43.79057405,-122.739606945,1070.4501580147353
100,44.03918667,-122.739606945,1043.8126345176358
101,44.28779929,-122.739606945,1032.5892793084245
102,44.53641191,-122.739606945,1050.7797172882235
103,44.78502453,-122.739606945,1042.4905614687168
104,45.03363715,-122.739606945,1051.7386190286222
105,45.28224977,-122.739606945,1032.605712904168
106,45.53086239,-122.739606945,993.6047177984802
107,45.77947501,-122.739606945,1022.6286280331019
108,46.02808763,-122.739606945,971.7396928575619
109,46.276700250000005,-122.739606945,962.2198501168325
110,46.52531287,-122.739606945,962.8463056098798
111,46.77392549,-122.739606945,950.7156353834728
112,47.02253811,-122.739606945,963.3559582541283
113,47.519763350000005,-122.739606945,945.3670549723978
114,48.01698859,-122.739606945,943.8064828273192
115,48.26560121,-122.739606945,977.5105645086649
116,37.07803331,-122.161475215,1362.6910408224176
117,37.32664593,-122.161475215,1362.2750262527495
118,37.82387117,-122.161475215,1358.9957739001206
119,38.07248379,-122.161475215,1402.8166365968875
120,38.32109641,-122.161475215,1394.6747086794542
121,38.56970903,-122.161475215,1438.0861670291883
122,38.81832165,-122.161475215,1460.7456009136276
123,39.06693427,-122.161475215,1459.5916690513122
124,39.31554689,-122.161475215,1465.5561327338755
125,39.56415951,-122.161475215,1460.9050460166277
126,39.81277213,-122.161475215,1449.9706943111557
127,40.06138475,-122.161475215,1441.3582155504314
128,40.309997370000005,-122.161475215,1424.0584242228285
129,40.55860999,-122.161475215,1402.946021234653
130,40.80722261,-122.161475215,1339.3188104996318
131,41.05583523,-122.161475215,1331.0046392954994
132,41.30444785,-122.161475215,1304.641614336726
133,41.553060470000005,-122.161475215,1286.6872245722766
134,41.80167309,-122.161475215,1240.250670996618
135,42.05028571,-122.161475215,1262.4802260970296
136,42.29889833,-122.161475215,1226.1243144638402
137,42.54751095,-122.161475215,1209.7475397722844
138,42.796123570000006,-122.161475215,1190.685921125487
139,43.04473619,-122.161475215,1182.1688320442922
140,43.29334881,-122.161475215,1162.4410530695477
141,43.54196143,-122.161475215,1121.2222714240502
142,43.79057405,-122.161475215,1079.343558714489
143,44.03918667,-122.161475215,1117.857254242554
144,44.28779929,-122.161475215,1083.2916444171049
145,44.53641191,-122.161475215,1065.164842066466
146,44.78502453,-122.161475215,987.0725018361578
147,45.03363715,-122.161475215,971.2040625522268
148,45.28224977,-122.161475215,977.1949498984811
149,45.53086239,-122.161475215,985.9577803833068
150,45.77947501,-122.161475215,936.6947205411631
151,46.02808763,-122.161475215,946.2748095755035
152,46.276700250000005,-122.161475215,903.3489654955789
153,46.52531287,-122.161475215,960.5740414951531
154,46.77392549,-122.161475215,921.5306349333484
155,47.02253811,-122.161475215,954.3487709585686
156,47.27115073,-122.161475215,950.5274448601727
157,47.519763350000005,-122.161475215,951.8532292031301
158,47.76837597,-122.161475215,931.1508431706347
159,48.01698859,-122.161475215,928.3662039946056
160,48.26560121,-122.161475215,897.7548691597499
161,48.51421383,-122.161475215,897.4980540293805
162,48.762826450000006,-122.161475215,898.1075006112144
163,36.08358283,-121.583343485,1398.6634497100993
164,36.33219545,-121.583343485,1388.708243000135
165,36.58080807,-121.583343485,1426.8174115873037
166,36.82942069,-121.583343485,1383.3039877159347
167,37.07803331,-121.583343485,1428.63869326392
168,37.32664593,-121.583343485,1374.1327237029416
169,37.57525855,-121.583343485,1402.3150346799243
170,37.82387117,-121.583343485,1436.3500628854804
171,38.07248379,-121.583343485,1430.8417698944338
172,38.32109641,-121.583343485,1441.7006147437778
173,38.56970903,-121.583343485,1447.7490566759964
174,38.81832165,-121.583343485,1451.066226643213
175,39.06693427,-121.583343485,1455.7206989122315
176,39.31554689,-121.583343485,1450.2345094986954
177,39.56415951,-121.583343485,1432.815145433003
178,39.81277213,-121.583343485,1373.3757488278509
179,40.06138475,-121.583343485,1352.3100365572895
180,40.309997370000005,-121.583343485,1306.5749349765038
181,40.55860999,-121.583343485,1317.8512100190105
182,40.80722261,-121.583343485,1316.2476848529413
183,41.05583523,-121.583343485,1343.6560572257324
184,41.30444785,-121.583343485,1319.4269539725422
185,41.553060470000005,-121.583343485,1246.592696439149
186,41.80167309,-121.583343485,1276.739058104828
187,42.05028571,-121.583343485,1275.153686928055
188,42.29889833,-121.583343485,1262.5692482138277
189,42.54751095,-121.583343485,1249.8273585344411
190,42.796123570000006,-121.583343485,1223.8266885501173
191,43.04473619,-121.583343485,1210.7410136657793
192,43.29334881,-121.583343485,1210.3257138464194
193,43.54196143,-121.583343485,1215.7033314095502
194,43.79057405,-121.583343485,1197.3708802444216
195,44.03918667,-121.583343485,1167.4125907784487
196,44.28779929,-121.583343485,1171.889276029496
197,44.53641191,-121.583343485,1127.3647579533776
198,44.78502453,-121.583343485,1128.8077880206702
199,45.03363715,-121.583343485,1082.7689890615693
200,45.28224977,-121.583343485,1059.0289411908043
201,45.53086239,-121.583343485,1100.1039614559297
202,45.77947501,-121.583343485,1068.8349043916603
203,46.02808763,-121.583343485,1089.172413313725
204,46.276700250000005,-121.583343485,983.9218873938742
205,46.52531287,-121.583343485,993.5382463839031
206,46.77392549,-121.583343485,953.935572402386
